COMPANY_CD(String),ContactName(String),COMPANY_NM(String),PRODUCT_CD(Integer),PRODUCT_NM(String),QTY(Integer),discount(Float),COST(Float),OrderDate(DateTime)
QUEDE,Bernardo Batista,Que Delicia,39,Chartreuse verte,20,0,18,09/27/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,26,Gumbar Gummibarchen,6,0,"31.23",08/02/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,26,Gumbar Gummibarchen,30,0,"24.9",02/21/1995 0:00:00
QUEDE,Bernardo Batista,Que Delicia,51,Manjimup Dried Apples,2,"0.1","42.4",09/27/1994 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,21,Sir Rodney's Scones,30,"0.1",8,02/07/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,1,Chai,10,0,"14.4",02/07/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,49,Maxilaku,42,"0.1",20,03/06/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,56,Gnocchi di nonna Alice,60,"0.05",38,09/19/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,28,Rossle Sauerkraut,8,"0.15","45.6",06/03/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,20,Sir Rodney's Marmalade,12,"0.25","64.8",01/04/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,43,Ipoh Coffee,36,"0.15",46,06/03/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,26,Gumbar Gummibarchen,30,0,"24.9",04/26/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,50,Valkoinen suklaa,25,"0.05","16.25",09/19/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,72,Mozzarella di Giovanni,42,"0.25","27.8",01/04/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,60,Camembert Pierrot,70,"0.25","27.2",01/04/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,71,Flotemysost,25,0,"21.5",03/29/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,35,Steeleye Stout,30,0,18,03/06/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,31,Gorgonzola Telino,20,"0.05","12.5",10/06/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,77,Original Frankfurter grune Sosse,28,"0.15",13,06/03/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,36,Inlagd Sill,5,"0.1","15.2",02/07/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,52,Filo Mix,6,"0.05",7,04/18/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,24,Guarana Fantastica,35,0,"4.5",11/14/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,11,Queso Cabrales,10,0,21,09/19/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,30,Nord-Ost Matjeshering,15,"0.2","25.89",01/19/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,58,Escargots de Bourgogne,15,0,"13.25",03/28/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,30,Nord-Ost Matjeshering,15,0,"25.89",12/05/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,48,Chocolade,24,0,"12.75",11/14/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,4,Chef Anton's Cajun Seasoning,30,"0.25",22,03/28/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,54,Tourtiere,24,"0.25","5.9",04/26/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,4,Chef Anton's Cajun Seasoning,6,0,22,11/14/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,75,Rhonbrau Klosterbier,42,"0.2","7.75",01/19/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,8,Northwoods Cranberry Sauce,30,"0.2",40,01/19/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,40,Boston Crab Meat,2,"0.1","14.7",02/07/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,55,Pate chinois,12,0,24,12/05/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,19,Teatime Chocolate Biscuits,5,0,"7.3",04/26/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,40,Boston Crab Meat,24,"0.05","18.4",10/06/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,38,Cote de Blaye,40,"0.25","210.8",01/04/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,60,Camembert Pierrot,15,0,34,12/05/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,33,Geitost,40,"0.25","2.5",03/28/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,26,Gumbar Gummibarchen,20,0,"31.23",03/06/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,70,Outback Lager,40,"0.05",15,10/06/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,40,Boston Crab Meat,6,0,"18.4",12/05/1995 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,76,Lakkalikoori,60,0,18,04/18/1996 0:00:00
QUEEN,Lucia Carvalho,Queen Cozinha,28,Rossle Sauerkraut,42,"0.1","36.4",02/07/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,29,Thuringer Rostbratwurst,40,0,"123.79",11/03/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,2,Chang,50,"0.2",19,05/01/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,3,Aniseed Syrup,60,0,10,06/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,75,Rhonbrau Klosterbier,40,"0.05","7.75",01/22/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,43,Ipoh Coffee,24,"0.25",46,04/09/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,44,Gula Malacca,24,0,"19.45",11/03/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,19,Teatime Chocolate Biscuits,80,0,"7.3",12/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,2,Chang,11,"0.25",19,05/14/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,43,Ipoh Coffee,40,0,46,11/03/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,26,Gumbar Gummibarchen,63,0,"31.23",05/14/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,53,Perth Pasties,36,"0.2","26.2",09/20/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,71,Flotemysost,35,"0.25","21.5",04/09/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,7,Uncle Bob's Organic Dried Pears,90,0,30,11/06/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,51,Manjimup Dried Apples,44,"0.25",53,05/14/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,23,Tunnbrod,70,"0.1",9,02/21/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,72,Mozzarella di Giovanni,7,0,"34.8",12/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,53,Perth Pasties,20,0,"32.8",04/18/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,51,Manjimup Dried Apples,48,"0.15",53,06/27/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,7,Uncle Bob's Organic Dried Pears,45,0,30,04/18/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,26,Gumbar Gummibarchen,40,0,"31.23",06/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,72,Mozzarella di Giovanni,35,0,"34.8",05/14/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,8,Northwoods Cranberry Sauce,70,0,32,12/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,21,Sir Rodney's Scones,60,0,10,10/06/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,70,Outback Lager,20,"0.2",15,05/01/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,44,Gula Malacca,50,"0.05","19.45",11/29/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,27,Schoggi Schokolade,120,0,"43.9",05/24/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,47,Zaanse koeken,55,0,"7.6",02/17/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,9,Mishi Kobe Niku,16,"0.15",97,05/24/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,10,Ikura,24,"0.05","24.8",09/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,70,Outback Lager,50,0,15,11/06/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,4,Chef Anton's Cajun Seasoning,50,"0.1",22,06/05/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,74,Longlife Tofu,15,0,8,02/17/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,20,Sir Rodney's Marmalade,15,0,81,05/14/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,20,Sir Rodney's Marmalade,20,"0.05",81,03/12/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,45,Rogede sild,100,"0.15","9.5",06/27/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,44,Gula Malacca,16,0,"19.45",12/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,69,Gudbrandsdalsost,9,0,36,04/18/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,19,Teatime Chocolate Biscuits,50,"0.05","9.2",01/22/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,55,Pate chinois,120,"0.1","19.2",03/22/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,65,Louisiana Fiery Hot Pepper Sauce,28,"0.1","16.8",03/22/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,59,Raclette Courdavault,45,0,55,12/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,60,Camembert Pierrot,49,"0.25",34,04/09/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,60,Camembert Pierrot,55,"0.1","27.2",12/23/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,76,Lakkalikoori,33,"0.05","14.4",09/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,62,Tarte au sucre,48,0,"49.3",11/03/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,76,Lakkalikoori,90,"0.2",18,05/01/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,31,Gorgonzola Telino,55,"0.15","12.5",06/27/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,35,Steeleye Stout,100,0,"14.4",09/21/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,76,Lakkalikoori,44,0,18,04/18/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,38,Cote de Blaye,30,0,"263.5",06/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,16,Pavlova,50,0,"17.45",05/24/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,40,Boston Crab Meat,60,"0.05","14.7",09/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,77,Original Frankfurter grune Sosse,55,"0.1","10.4",03/22/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,1,Chai,45,"0.2","14.4",09/20/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,77,Original Frankfurter grune Sosse,70,"0.05",13,10/06/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,1,Chai,30,0,18,11/03/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,2,Chang,60,0,"15.2",02/17/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,62,Tarte au sucre,40,0,"39.4",09/21/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,60,Camembert Pierrot,84,"0.15",34,05/24/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,38,Cote de Blaye,60,"0.05","263.5",03/04/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,65,Louisiana Fiery Hot Pepper Sauce,80,"0.1","21.05",01/04/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,39,Chartreuse verte,54,"0.1","14.4",12/23/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,40,Boston Crab Meat,70,"0.05","18.4",10/06/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,60,Camembert Pierrot,55,"0.05",34,10/06/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,33,Geitost,20,0,2,09/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,42,Singaporean Hokkien Fried Mee,100,"0.2",14,08/03/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,42,Singaporean Hokkien Fried Mee,40,0,14,05/02/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,40,Boston Crab Meat,40,"0.2","14.7",09/20/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,58,Escargots de Bourgogne,60,"0.1","13.25",02/21/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,18,Carnarvon Tigers,24,0,"62.5",12/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,36,Inlagd Sill,12,0,"15.2",10/25/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,42,Singaporean Hokkien Fried Mee,42,"0.1",14,02/21/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,64,Wimmers gute Semmelknodel,35,"0.1","26.6",03/22/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,36,Inlagd Sill,30,"0.1",19,06/05/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,68,Scottish Longbreads,35,0,"12.5",06/19/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,18,Carnarvon Tigers,40,"0.2","62.5",08/03/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,35,Steeleye Stout,25,"0.1",18,02/21/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,59,Raclette Courdavault,25,0,55,11/06/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,33,Geitost,16,"0.15","2.5",05/24/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,64,Wimmers gute Semmelknodel,48,0,"33.25",02/21/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,13,Konbu,77,0,6,04/18/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,42,Singaporean Hokkien Fried Mee,9,0,"11.2",12/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,39,Chartreuse verte,80,"0.05",18,03/04/1996 0:00:00
QUICK,Horst Kloss,QUICK-Stop,31,Gorgonzola Telino,15,"0.05",10,09/05/1994 0:00:00
QUICK,Horst Kloss,QUICK-Stop,61,Sirop d'erable,16,0,"22.8",02/17/1995 0:00:00
QUICK,Horst Kloss,QUICK-Stop,13,Konbu,20,"0.25",6,04/09/1996 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,40,Boston Crab Meat,20,0,"14.7",03/20/1995 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,26,Gumbar Gummibarchen,6,0,"24.9",03/20/1995 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,49,Maxilaku,2,0,20,05/13/1996 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,46,Spegesild,3,0,12,05/13/1996 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,57,Ravioli Angelo,20,0,"19.5",03/29/1996 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,21,Sir Rodney's Scones,5,0,10,11/24/1995 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,16,Pavlova,6,0,"17.45",03/29/1996 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,38,Cote de Blaye,2,0,"263.5",02/13/1996 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,51,Manjimup Dried Apples,7,0,53,11/24/1995 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,32,Mascarpone Fabioli,6,0,32,03/29/1996 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,61,Sirop d'erable,10,0,"28.5",11/24/1995 0:00:00
RANCH,Sergio Gutierrez,Rancho grande,20,Sir Rodney's Marmalade,5,0,81,02/13/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,4,Chef Anton's Cajun Seasoning,1,0,22,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,1,"0.05",30,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,4,Chef Anton's Cajun Seasoning,25,"0.25",22,05/06/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,66,Louisiana Hot Spiced Okra,1,0,17,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,60,Camembert Pierrot,2,"0.06",34,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,55,Pate chinois,25,"0.05",24,07/11/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,39,Chartreuse verte,2,"0.05",18,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,64,Wimmers gute Semmelknodel,2,"0.03","33.25",06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,6,Grandma's Boysenberry Spread,1,"0.02",25,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,1,Chai,18,0,"14.4",09/30/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,15,0,24,08/22/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,62,Tarte au sucre,40,"0.1","49.3",04/30/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,72,Mozzarella di Giovanni,24,0,"27.8",09/02/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,64,Wimmers gute Semmelknodel,30,0,"26.6",04/19/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,62,Tarte au sucre,50,0,"49.3",02/26/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,53,Perth Pasties,28,0,"26.2",04/19/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,24,Guarana Fantastica,30,"0.25","4.5",05/06/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,13,Konbu,4,0,6,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,62,Tarte au sucre,25,"0.1","39.4",10/26/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,71,Flotemysost,9,0,"21.5",08/14/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,5,Chef Anton's Gumbo Mix,12,"0.2",17,08/22/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,77,Original Frankfurter grune Sosse,30,0,13,05/06/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,12,Queso Manchego La Pastora,2,"0.05",38,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,65,Louisiana Fiery Hot Pepper Sauce,20,0,"16.8",02/01/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,38,Cote de Blaye,30,0,"210.8",04/19/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,25,NuNuCa Nuss-Nougat-Creme,35,"0.25",14,01/02/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,62,Tarte au sucre,70,0,"39.4",10/28/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,71,Flotemysost,60,0,"17.2",02/01/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,14,Tofu,1,"0.03","23.25",06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,7,Uncle Bob's Organic Dried Pears,60,0,30,04/30/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,38,Cote de Blaye,40,0,"263.5",03/18/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,23,Tunnbrod,2,0,9,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,2,Chang,24,"0.2",19,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,3,Aniseed Syrup,4,0,10,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,77,Original Frankfurter grune Sosse,2,0,13,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,17,Alice Mutton,36,"0.1","31.2",12/06/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,75,Rhonbrau Klosterbier,6,0,"6.2",09/30/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,11,Queso Cabrales,40,0,21,03/18/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,20,Sir Rodney's Marmalade,6,0,"64.8",09/02/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,76,Lakkalikoori,30,0,18,07/17/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,30,0,38,02/07/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,31,Gorgonzola Telino,35,"0.2","12.5",07/17/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,31,Gorgonzola Telino,6,"0.05","12.5",07/11/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,17,Alice Mutton,15,0,"31.2",09/30/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,17,Alice Mutton,6,0,39,02/26/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,60,Camembert Pierrot,21,0,"27.2",09/30/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,75,Rhonbrau Klosterbier,18,0,"7.75",01/02/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,2,Chang,15,0,19,02/26/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,75,Rhonbrau Klosterbier,4,0,"7.75",06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,3,0,"9.65",06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,31,Gorgonzola Telino,40,0,10,09/02/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,59,Raclette Courdavault,60,0,44,04/19/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,30,Nord-Ost Matjeshering,18,0,"20.7",02/01/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,58,Escargots de Bourgogne,30,"0.1","10.6",10/26/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,43,Ipoh Coffee,15,0,"36.8",09/30/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,10,Ikura,1,0,31,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,17,Alice Mutton,16,"0.05",39,07/11/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,73,Rod Kaviar,2,"0.01",15,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,32,Mascarpone Fabioli,40,"0.1","25.6",10/26/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,20,0,"30.4",12/06/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,32,Mascarpone Fabioli,1,0,32,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,8,Northwoods Cranberry Sauce,2,"0.1",40,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,70,0,"30.4",02/01/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,16,Pavlova,2,"0.03","17.45",06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,2,0,"30.4",08/22/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,20,Sir Rodney's Marmalade,1,"0.04",81,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,55,Pate chinois,2,0,24,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,27,Schoggi Schokolade,50,0,"43.9",08/14/1995 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,41,Jack's New England Clam Chowder,10,0,"7.7",10/28/1994 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,46,Spegesild,3,"0.02",12,06/05/1996 0:00:00
RATTC,Paula Wilson,Rattlesnake Canyon Grocery,52,Filo Mix,2,0,7,06/05/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,52,Filo Mix,14,"0.05",7,03/28/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,70,Outback Lager,12,"0.2",15,05/30/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,59,Raclette Courdavault,10,"0.05",55,12/04/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,17,Alice Mutton,20,"0.05",39,12/04/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,33,Geitost,20,"0.1","2.5",07/10/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,11,Queso Cabrales,6,"0.2","16.8",03/15/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,28,Rossle Sauerkraut,12,0,"36.4",03/15/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,52,Filo Mix,4,"0.15",7,08/02/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,7,Uncle Bob's Organic Dried Pears,20,"0.05",30,03/28/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,41,Jack's New England Clam Chowder,20,"0.2","9.65",10/04/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,24,Guarana Fantastica,10,0,"4.5",05/09/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,56,Gnocchi di nonna Alice,10,"0.05",38,12/04/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,77,Original Frankfurter grune Sosse,20,0,13,02/02/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,62,Tarte au sucre,10,"0.1","49.3",07/10/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,31,Gorgonzola Telino,16,"0.1","12.5",02/02/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,7,Uncle Bob's Organic Dried Pears,20,0,30,05/09/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,53,Perth Pasties,10,"0.2","32.8",05/30/1996 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,54,Tourtiere,10,"0.1","5.9",09/23/1994 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,46,Spegesild,20,0,"9.6",02/28/1995 0:00:00
REGGC,Maurizio Moroni,Reggiani Caseifici,68,Scottish Longbreads,3,"0.1",10,09/23/1994 0:00:00
